Date,Value
2019-10-09,3.1217
2019-10-10,3.1417
2019-10-11,3.1548
2019-10-12,3.1751
2019-10-14,3.1989
2019-10-15,3.1823
2019-10-16,3.1869
2019-10-17,3.1824
2019-10-18,3.1924
2019-10-21,3.2298
2019-10-22,3.2447
2019-10-23,3.2355
2019-10-24,3.2397
2019-10-25,3.2434
2019-10-28,3.2986
2019-10-29,3.3147
2019-10-30,3.3275
2019-10-31,3.318
2019-11-01,3.2947
2019-11-04,3.3116
2019-11-05,3.2776
2019-11-06,3.2655
2019-11-07,3.266
2019-11-08,3.2935
2019-11-11,3.2931
2019-11-12,3.2628
2019-11-13,3.2619
2019-11-14,3.2679
2019-11-15,3.2806
2019-11-18,3.2278
2019-11-19,3.2028
2019-11-20,3.1925
2019-11-21,3.1879
2019-11-22,3.1967
2019-11-25,3.2128
2019-11-26,3.2219
2019-11-27,3.2003
2019-11-28,3.2005
2019-11-29,3.2008
2019-12-02,3.2206
2019-12-03,3.2313
2019-12-04,3.2086
2019-12-05,3.2147
2019-12-06,3.2211
2019-12-09,3.2295
2019-12-10,3.2237
2019-12-11,3.2207
2019-12-12,3.212
2019-12-13,3.219
2019-12-16,3.2212
2019-12-17,3.2349
2019-12-18,3.2502
2019-12-19,3.2516
2019-12-20,3.2414
2019-12-23,3.2109
2019-12-24,3.1856
2019-12-25,3.1947
2019-12-26,3.1701
2019-12-27,3.1766
2019-12-30,3.1846
2019-12-31,3.1723
2020-01-02,3.1956
2020-01-03,3.2006
2020-01-06,3.1869
2020-01-07,3.1872
2020-01-08,3.1933
2020-01-09,3.1871
2020-01-10,3.1455
2020-01-13,3.1446
2020-01-14,3.1559
2020-01-15,3.1519
2020-01-16,3.1503
2020-01-17,3.1427
2020-01-19,3.1387
2020-01-20,3.1385
2020-01-21,3.0959
2020-01-22,3.0693
2020-01-23,3.0366
2020-02-03,2.8917
2020-02-04,2.8917
2020-02-05,2.9164
2020-02-06,2.9011
2020-02-07,2.8967
2020-02-10,2.8552
2020-02-11,2.8398
2020-02-12,2.902
2020-02-13,2.8977
2020-02-14,2.8885
2020-02-17,2.923
2020-02-18,2.9322
2020-02-19,2.9271
2020-02-20,2.9404
2020-02-21,2.923
2020-02-24,2.8912
2020-02-25,2.8753
2020-02-26,2.8782
2020-02-27,2.8589
2020-02-28,2.8161
2020-03-02,2.7242
2020-03-03,2.7668
2020-03-04,2.6955
2020-03-05,2.6946
2020-03-06,2.6451
2020-03-09,2.5349
2020-03-10,2.5818
2020-03-11,2.6319
2020-03-12,2.6143
2020-03-13,2.6727
2020-03-16,2.6622
2020-03-17,2.6961
2020-03-18,2.7218
2020-03-19,2.7231
2020-03-20,2.7187
2020-03-23,2.6685
2020-03-24,2.6292
2020-03-25,2.6567
2020-03-26,2.6117
2020-03-27,2.6166
2020-03-30,2.6346
2020-03-31,2.6124
2020-04-01,2.6729
2020-04-02,2.6874
2020-04-03,2.7166
2020-04-07,2.6256
2020-04-08,2.6355
2020-04-09,2.5982
2020-04-10,2.6388
2020-04-13,2.6792
2020-04-14,2.6667
2020-04-15,2.6641
2020-04-16,2.6416
2020-04-17,2.6452
2020-04-20,2.6741
2020-04-21,2.7051
2020-04-22,2.6773
2020-04-23,2.6577
2020-04-24,2.6002
2020-04-26,2.583
2020-04-27,2.6195
2020-04-28,2.6162
2020-04-29,2.5992
2020-04-30,2.602
2020-05-06,2.5625
2020-05-07,2.6062
2020-05-08,2.6298
2020-05-09,2.6477
2020-05-11,2.6679
2020-05-12,2.6834
2020-05-13,2.6799
2020-05-14,2.7384
2020-05-15,2.7111
2020-05-18,2.7208
2020-05-19,2.7566
2020-05-20,2.7475
2020-05-21,2.7062
2020-05-22,2.6798
2020-05-25,2.6658
2020-05-26,2.7403
2020-05-27,2.7584
2020-05-28,2.7475
2020-05-29,2.7251
2020-06-01,2.7741
2020-06-02,2.8145
2020-06-03,2.8972
2020-06-04,2.8439
2020-06-05,2.906
2020-06-08,2.9056
2020-06-09,2.86
2020-06-10,2.8734
2020-06-11,2.8645
2020-06-12,2.7901
2020-06-15,2.7991
2020-06-16,2.8801
2020-06-17,2.9022
2020-06-18,2.9133
2020-06-19,2.9284
2020-06-22,2.9334
2020-06-23,2.9834
2020-06-24,2.9606
2020-06-28,2.9276
2020-06-29,2.9247
2020-06-30,2.9341
2020-07-01,2.8415
2020-07-02,2.858
2020-07-03,2.8853
2020-07-06,2.9552
2020-07-07,3.0425
2020-07-08,3.0217
2020-07-09,3.0905
2020-07-10,3.0653
2020-07-13,3.0589
2020-07-14,3.027
2020-07-15,3.0066
2020-07-16,2.9584
2020-07-17,2.9487
2020-07-20,2.9772
2020-07-21,2.9169
2020-07-22,2.9414
2020-07-23,2.912
2020-07-24,2.9117
2020-07-27,2.8962
2020-07-28,2.9197
2020-07-29,2.937
2020-07-30,2.9597
2020-07-31,2.9768
2020-08-03,2.9884
2020-08-04,2.9736
2020-08-05,2.9427
2020-08-06,2.9842
2020-08-07,3.0001
2020-08-10,3.0014
2020-08-11,2.9807
2020-08-12,2.981
2020-08-13,2.9864
2020-08-14,2.9724
2020-08-17,2.9457
2020-08-18,2.972
2020-08-19,2.9975
2020-08-20,3.0127
2020-08-21,3.0134
2020-08-24,3.0128
2020-08-25,3.0377
2020-08-26,3.035
2020-08-27,3.0722
2020-08-28,3.0789
2020-08-31,3.0818
2020-09-01,3.048
2020-09-02,3.083
2020-09-03,3.1373
2020-09-04,3.121
2020-09-07,3.1629
2020-09-08,3.1585
2020-09-09,3.1238
2020-09-10,3.1005
2020-09-11,3.1062
2020-09-14,3.1846
2020-09-15,3.1554
2020-09-16,3.1196
2020-09-17,3.1533
2020-09-18,3.1413
2020-09-21,3.1345
2020-09-22,3.1245
2020-09-23,3.1088
2020-09-24,3.1044
2020-09-25,3.1059
2020-09-27,3.1569
2020-09-28,3.1576
2020-09-29,3.1397
2020-09-30,3.151
2020-10-09,3.2106
2020-10-10,3.2099
2020-10-12,3.2161
2020-10-13,3.2135
2020-10-14,3.2407
2020-10-15,3.2418
2020-10-16,3.2632
2020-10-19,3.2469
2020-10-20,3.2403
2020-10-21,3.2311
2020-10-22,3.2007
2020-10-23,3.2064
2020-10-26,3.2239
2020-10-27,3.2119
2020-10-28,3.1944
2020-10-29,3.2067
2020-10-30,3.2243
2020-11-02,3.2149
2020-11-03,3.2056
2020-11-04,3.2156
2020-11-05,3.1978
2020-11-06,3.2213
2020-11-09,3.2573
2020-11-10,3.2619
2020-11-11,3.2585
2020-11-12,3.2781
2020-11-13,3.2987
2020-11-16,3.294
2020-11-17,3.3105
2020-11-18,3.331
2020-11-19,3.3584
2020-11-20,3.3714
2020-11-23,3.3336
2020-11-24,3.3246
2020-11-25,3.3242
2020-11-26,3.3219
2020-11-27,3.326
2020-11-30,3.321
2020-12-01,3.3146
2020-12-02,3.3427
2020-12-03,3.3407
2020-12-04,3.3314
2020-12-07,3.3352
2020-12-08,3.307
2020-12-09,3.3007
2020-12-10,3.3123
2020-12-11,3.3189
2020-12-14,3.3397
2020-12-15,3.3171
2020-12-16,3.326
2020-12-17,3.3238
2020-12-18,3.3326
2020-12-21,3.3219
2020-12-22,3.2953
2020-12-23,3.2763
2020-12-24,3.2827
2020-12-25,3.2953
2020-12-28,3.2363
2020-12-29,3.2352
2020-12-30,3.222
2020-12-31,3.2174
2021-01-04,3.1713
2021-01-05,3.1749
2021-01-06,3.1401
2021-01-07,3.1354
2021-01-08,3.1574
2021-01-11,3.1704
2021-01-12,3.1713
2021-01-13,3.1518
2021-01-14,3.1075
2021-01-15,3.1294
2021-01-18,3.1662
2021-01-19,3.1776
2021-01-20,3.1777
2021-01-21,3.1665
2021-01-22,3.1494
2021-01-25,3.1412
2021-01-26,3.1671
2021-01-27,3.174
2021-01-28,3.1983
2021-01-29,3.1969
2021-02-01,3.1817
2021-02-02,3.1868
2021-02-03,3.2155
2021-02-04,3.222
2021-02-05,3.2315
2021-02-07,3.2164
2021-02-08,3.2404
2021-02-09,3.2474
2021-02-10,3.2436
2021-02-18,3.292
2021-02-19,3.271
2021-02-20,3.2666
2021-02-22,3.2917
2021-02-23,3.2832
2021-02-24,3.2611
2021-02-25,3.2925
2021-02-26,3.2908
2021-03-01,3.2774
2021-03-02,3.2557
2021-03-03,3.2683
2021-03-04,3.2762
2021-03-05,3.2855
2021-03-08,3.2692
2021-03-09,3.2692
2021-03-10,3.2649
2021-03-11,3.2624
2021-03-12,3.2711
2021-03-15,3.2907
2021-03-16,3.2811
2021-03-17,3.2739
2021-03-18,3.2744
2021-03-19,3.2593
2021-03-22,3.2522
2021-03-23,3.2484
2021-03-24,3.2127
2021-03-25,3.2236
2021-03-26,3.2165
2021-03-29,3.2306
2021-03-30,3.2145
2021-03-31,3.2234
2021-04-01,3.2176
2021-04-02,3.2161
2021-04-06,3.2285
2021-04-07,3.2349
2021-04-08,3.2485
2021-04-09,3.2396
2021-04-12,3.2268
2021-04-13,3.1863
2021-04-14,3.189
2021-04-15,3.1866
2021-04-16,3.1868
2021-04-19,3.1795
2021-04-20,3.1697
2021-04-21,3.1799
2021-04-22,3.1786
2021-04-23,3.1811
2021-04-25,3.2076
2021-04-26,3.2119
2021-04-27,3.2171
2021-04-28,3.2157
2021-04-29,3.2036
2021-04-30,3.2039
2021-05-06,3.1725
2021-05-07,3.175
2021-05-08,3.1798
2021-05-10,3.1823
2021-05-11,3.1646
2021-05-12,3.1531
2021-05-13,3.1749
2021-05-14,3.1562
2021-05-17,3.1683
2021-05-18,3.1691
2021-05-19,3.158
2021-05-20,3.1366
2021-05-21,3.1095
2021-05-24,3.0987
2021-05-25,3.1113
2021-05-26,3.096
2021-05-27,3.0994
2021-05-28,3.1178
2021-05-31,3.1084
2021-06-01,3.0946
2021-06-02,3.1053
2021-06-03,3.1182
2021-06-04,3.1208
2021-06-07,3.1754
2021-06-08,3.1613
2021-06-09,3.1739
2021-06-10,3.1541
2021-06-11,3.1576
2021-06-15,3.1603
2021-06-16,3.1785
2021-06-17,3.1842
2021-06-18,3.1908
2021-06-21,3.1558
2021-06-22,3.1553
2021-06-23,3.144
2021-06-24,3.1358
2021-06-25,3.1439
2021-06-28,3.1439
2021-06-29,3.1528
2021-06-30,3.1368
2021-07-01,3.0899
2021-07-02,3.1425
2021-07-05,3.1409
2021-07-06,3.1388
2021-07-07,3.1405
2021-07-08,3.0659
2021-07-09,3.0603
2021-07-12,3.0491
2021-07-13,3.0272
2021-07-14,2.9932
2021-07-15,3.0312
2021-07-16,3.0195
2021-07-19,3.0164
2021-07-20,2.9917
2021-07-21,2.9918
2021-07-22,2.9931
2021-07-23,2.9786
2021-07-26,2.9595
2021-07-27,2.9376
2021-07-28,2.9585
2021-07-29,2.9491
2021-07-30,2.918
2021-08-02,2.8241
2021-08-03,2.8389
2021-08-04,2.8516
2021-08-05,2.8297
2021-08-06,2.8214
2021-08-09,2.8594
2021-08-10,2.8745
2021-08-11,2.8934
2021-08-12,2.8842
2021-08-13,2.8878
2021-08-16,2.8941
2021-08-17,2.9023
2021-08-18,2.8729
2021-08-19,2.8467
2021-08-20,2.8589
2021-08-23,2.8719
2021-08-24,2.8845
2021-08-25,2.852
2021-08-26,2.8888
2021-08-27,2.8813
2021-08-30,2.8725
2021-08-31,2.8637
2021-09-01,2.8401
2021-09-02,2.8413
2021-09-03,2.8419
2021-09-06,2.8426
2021-09-07,2.8569
2021-09-08,2.8775
2021-09-09,2.8829
2021-09-10,2.8902
2021-09-13,2.8809
2021-09-14,2.9181
2021-09-15,2.8938
2021-09-16,2.9155
2021-09-17,2.8955
2021-09-18,2.8844
2021-09-22,2.8788
2021-09-23,2.8818
2021-09-24,2.8813
2021-09-26,2.8872
2021-09-27,2.8838
2021-09-28,2.8981
2021-09-29,2.8953
2021-09-30,2.8807
2021-10-08,2.9174
2021-10-09,2.9293
2021-10-11,2.9575
2021-10-12,2.9746
2021-10-13,2.9799
2021-10-14,2.9768
2021-10-15,2.9849
2021-10-18,3.0376
2021-10-19,3.048
2021-10-20,3.0155
2021-10-21,3.0085
2021-10-22,2.9926
2021-10-25,3.0031
2021-10-26,2.9969
2021-10-27,2.9931
2021-10-28,2.9954
2021-10-29,2.9899
2021-11-01,2.9771
2021-11-02,2.9608
2021-11-03,2.9429
2021-11-04,2.9557
2021-11-05,2.9232
2021-11-08,2.917
2021-11-09,2.9315
2021-11-10,2.9151
2021-11-11,2.9407
2021-11-12,2.9533
2021-11-15,2.9542
2021-11-16,2.9487
2021-11-17,2.9458
2021-11-18,2.9385
2021-11-19,2.9275
2021-11-22,2.9396
2021-11-23,2.943
2021-11-24,2.9334
2021-11-25,2.9122
2021-11-26,2.8881
2021-11-29,2.8901
2021-11-30,2.8948
2021-12-01,2.8907
2021-12-02,2.8991
2021-12-03,2.9168
2021-12-06,2.8818
2021-12-07,2.8876
2021-12-08,2.9082
2021-12-09,2.9108
2021-12-10,2.8961
2021-12-13,2.9087
2021-12-14,2.9005
2021-12-15,2.9009
2021-12-16,2.9127
2021-12-17,2.9123
2021-12-20,2.9135
2021-12-21,2.9162
2021-12-22,2.9073
2021-12-23,2.8867
2021-12-24,2.8887
2021-12-27,2.8733
2021-12-28,2.874
2021-12-29,2.8538
2021-12-30,2.8557
2021-12-31,2.8352
2022-01-04,2.8019
2022-01-05,2.8042
2022-01-06,2.822
2022-01-07,2.8266
2022-01-10,2.8153
2022-01-11,2.8148
2022-01-12,2.8013
2022-01-13,2.8022
2022-01-14,2.7946
2022-01-17,2.7911
2022-01-18,2.7759
2022-01-19,2.723
2022-01-20,2.737
2022-01-21,2.7284
2022-01-24,2.6998
2022-01-25,2.6938
2022-01-26,2.7188
2022-01-27,2.734
2022-01-28,2.7295
2022-01-29,2.7232
2022-01-30,2.7107
2022-02-07,2.7353
2022-02-08,2.7222
2022-02-09,2.7386
2022-02-10,2.7365
2022-02-11,2.7951
2022-02-14,2.7974
2022-02-15,2.802
2022-02-16,2.8019
2022-02-17,2.7922
2022-02-18,2.7897
2022-02-21,2.8169
2022-02-22,2.8465
2022-02-23,2.8313
2022-02-24,2.8065
2022-02-25,2.8092
2022-02-28,2.7938
2022-03-01,2.798
2022-03-02,2.8168
2022-03-03,2.8306
2022-03-04,2.8195
2022-03-07,2.8346
2022-03-08,2.8102
2022-03-09,2.845
2022-03-10,2.8446
2022-03-11,2.8527
2022-03-14,2.7587
2022-03-15,2.8023
2022-03-16,2.8298
2022-03-17,2.8063
2022-03-18,2.7894
2022-03-21,2.8095
2022-03-22,2.834
2022-03-23,2.8349
2022-03-24,2.8247
2022-03-25,2.8038
2022-03-28,2.7935
2022-03-29,2.7981
2022-03-30,2.7841
2022-03-31,2.7844
2022-04-01,2.7799
2022-04-02,2.7783
2022-04-06,2.7717
2022-04-07,2.757
2022-04-08,2.7509
2022-04-11,2.7665
2022-04-12,2.7772
2022-04-13,2.7703
2022-04-14,2.7572
2022-04-15,2.7665
2022-04-18,2.8032
2022-04-19,2.8183
2022-04-20,2.8411
2022-04-21,2.839
2022-04-22,2.8406
2022-04-24,2.8476
2022-04-25,2.8363
2022-04-26,2.8339
2022-04-27,2.8424
2022-04-28,2.8594
2022-04-29,2.8448
2022-05-05,2.8434
2022-05-06,2.8412
2022-05-07,2.8413
2022-05-09,2.8359
2022-05-10,2.8191
2022-05-11,2.8261
2022-05-12,2.8293
2022-05-13,2.8185
2022-05-16,2.8359
2022-05-17,2.8291
2022-05-18,2.8226
2022-05-19,2.8149
2022-05-20,2.8243
2022-05-23,2.8147
2022-05-24,2.8065
2022-05-25,2.7951
2022-05-26,2.7606
2022-05-27,2.7563
2022-05-30,2.77
2022-05-31,2.7986
2022-06-01,2.7461
2022-06-02,2.7561
2022-06-06,2.766
2022-06-07,2.7748
2022-06-08,2.7608
2022-06-09,2.7689
2022-06-10,2.7591
2022-06-13,2.7669
2022-06-14,2.7835
2022-06-15,2.7826
2022-06-16,2.7809
2022-06-17,2.7701
2022-06-20,2.786
2022-06-21,2.7884
2022-06-22,2.7834
2022-06-23,2.7788
2022-06-24,2.7912
2022-06-27,2.834
2022-06-28,2.8367
2022-06-29,2.8398
2022-06-30,2.8264
2022-07-01,2.821
2022-07-04,2.8553
2022-07-05,2.8526
2022-07-06,2.8325
2022-07-07,2.8428
2022-07-08,2.8442
2022-07-11,2.8385
2022-07-12,2.8215
2022-07-13,2.8135
2022-07-14,2.8065
2022-07-15,2.8032
2022-07-18,2.7963
2022-07-19,2.7966
2022-07-20,2.7944
2022-07-21,2.7723
2022-07-22,2.7828
2022-07-25,2.7851
2022-07-26,2.7888
2022-07-27,2.7787
2022-07-28,2.7873
2022-07-29,2.7664
2022-08-01,2.7425
2022-08-02,2.7303
2022-08-03,2.7442
2022-08-04,2.7203
2022-08-05,2.7342
2022-08-08,2.7452
2022-08-09,2.7515
2022-08-10,2.7412
2022-08-11,2.7467
2022-08-12,2.7418
2022-08-15,2.6862
2022-08-16,2.6439
2022-08-17,2.6557
2022-08-18,2.6374
2022-08-19,2.6325
2022-08-22,2.6344
2022-08-23,2.6463
2022-08-24,2.6488
2022-08-25,2.6581
2022-08-26,2.6726
2022-08-29,2.6736
2022-08-30,2.6468
2022-08-31,2.6549
2022-09-01,2.6326
2022-09-02,2.6128
2022-09-05,2.6198
2022-09-06,2.6135
2022-09-07,2.6107
2022-09-08,2.6266
2022-09-09,2.6263
2022-09-13,2.6503
2022-09-14,2.6567
2022-09-15,2.67
2022-09-16,2.6886
2022-09-19,2.6831
2022-09-20,2.6744
2022-09-21,2.6552
2022-09-22,2.6496
2022-09-23,2.6617
2022-09-26,2.6951
2022-09-27,2.7009
2022-09-28,2.7121
2022-09-29,2.7296
2022-09-30,2.7315
2022-10-08,2.7726
2022-10-09,2.7486
2022-10-10,2.7446
2022-10-11,2.744
2022-10-12,2.7527
2022-10-13,2.7347
2022-10-14,2.7179
2022-10-17,2.7107
2022-10-18,2.71
2022-10-19,2.709
2022-10-20,2.7246
2022-10-21,2.7287
2022-10-24,2.7298
2022-10-25,2.7282
2022-10-26,2.7291
2022-10-27,2.7039
2022-10-28,2.6995
2022-10-31,2.6553
2022-11-01,2.6605
2022-11-02,2.6786
2022-11-03,2.6835
2022-11-04,2.7054
2022-11-07,2.7049
2022-11-08,2.7157
2022-11-09,2.7009
2022-11-10,2.7014
2022-11-11,2.7135
2022-11-14,2.8267
2022-11-15,2.8355
2022-11-16,2.8187
2022-11-17,2.8372
2022-11-18,2.8269
2022-11-21,2.8183
2022-11-22,2.8439
2022-11-23,2.8231
2022-11-24,2.7968
2022-11-25,2.822
2022-11-28,2.8441
2022-11-29,2.9108
2022-11-30,2.9102
2022-12-01,2.8762
2022-12-02,2.8686
2022-12-05,2.8776
2022-12-06,2.9112
2022-12-07,2.9189
2022-12-08,2.8746
2022-12-09,2.8984
2022-12-12,2.8853
2022-12-13,2.9173
2022-12-14,2.8794
2022-12-15,2.8753
2022-12-16,2.9015
2022-12-19,2.8661
2022-12-20,2.8647
2022-12-21,2.8797
2022-12-22,2.8563
2022-12-23,2.8488
2022-12-26,2.8428
2022-12-27,2.8622
2022-12-28,2.863
2022-12-29,2.8406
2022-12-30,2.841
2023-01-03,2.8402
2023-01-04,2.8172
2023-01-05,2.8234
2023-01-06,2.8425
2023-01-09,2.838
2023-01-10,2.8558
2023-01-11,2.8781
2023-01-12,2.8722
2023-01-13,2.8897
2023-01-16,2.9256
2023-01-17,2.9167
2023-01-18,2.9066
2023-01-19,2.9219
2023-01-20,2.9114
2023-01-28,2.9368
2023-01-29,2.9225
2023-01-30,2.9241
2023-01-31,2.9092
2023-02-01,2.9072
2023-02-02,2.9148
2023-02-03,2.9033
2023-02-06,2.9029
2023-02-07,2.9057
2023-02-08,2.9035
2023-02-09,2.9043
2023-02-10,2.9001
2023-02-13,2.8997
2023-02-14,2.9056
2023-02-15,2.9027
2023-02-16,2.902
2023-02-17,2.9009
2023-02-20,2.9046
2023-02-21,2.9303
2023-02-22,2.9244
2023-02-23,2.9259
2023-02-24,2.9223
2023-02-27,2.9228
2023-02-28,2.9227
2023-03-01,2.9187
2023-03-02,2.9186
2023-03-03,2.9258
2023-03-06,2.9047
2023-03-07,2.9001
2023-03-08,2.8907
2023-03-09,2.8919
2023-03-10,2.883
2023-03-13,2.8847
2023-03-14,2.8777
2023-03-15,2.8871
2023-03-16,2.8785
2023-03-17,2.8769
2023-03-20,2.876
2023-03-21,2.8718
2023-03-22,2.8877
2023-03-23,2.8802
2023-03-24,2.8926
2023-03-27,2.8835
2023-03-28,2.8831
2023-03-29,2.8832
2023-03-30,2.8753
2023-03-31,2.8855
2023-04-03,2.862
2023-04-04,2.8642
2023-04-06,2.8643
2023-04-07,2.8639
2023-04-10,2.8502
2023-04-11,2.8381
2023-04-12,2.8197
2023-04-13,2.8262
2023-04-14,2.8266
2023-04-17,2.8397
2023-04-18,2.8396
2023-04-19,2.8311
2023-04-20,2.8366
2023-04-21,2.8348
2023-04-23,2.8264
2023-04-24,2.8167
2023-04-25,2.821
2023-04-26,2.8179
2023-04-27,2.7891
2023-04-28,2.7973
2023-05-04,2.7671
2023-05-05,2.7514
2023-05-06,2.7372
2023-05-08,2.7439
2023-05-09,2.7444
2023-05-10,2.7277
2023-05-11,2.7028
2023-05-12,2.7139
2023-05-15,2.7145
2023-05-16,2.7225
2023-05-17,2.7126
2023-05-18,2.7344
2023-05-19,2.7185
2023-05-22,2.7202
2023-05-23,2.7054
2023-05-24,2.7048
2023-05-25,2.7133
2023-05-26,2.7127
2023-05-29,2.7266
2023-05-30,2.7142
2023-05-31,2.7216
2023-06-01,2.7089
2023-06-02,2.7129
2023-06-05,2.7232
2023-06-06,2.7194
2023-06-07,2.7057
2023-06-08,2.7113
2023-06-09,2.7081
2023-06-12,2.6905
2023-06-13,2.6583
2023-06-14,2.6353
2023-06-15,2.6654
2023-06-16,2.7033
2023-06-19,2.7145
2023-06-20,2.7141
2023-06-21,2.7028
2023-06-25,2.6949
2023-06-26,2.6977
2023-06-27,2.709
2023-06-28,2.6985
2023-06-29,2.7036
2023-06-30,2.6929
2023-07-03,2.6444
2023-07-04,2.6416
2023-07-05,2.6455
2023-07-06,2.638
2023-07-07,2.6421
2023-07-10,2.6451
2023-07-11,2.6395
2023-07-12,2.6427
2023-07-13,2.6448
2023-07-14,2.6486
2023-07-17,2.6434
2023-07-18,2.6293
2023-07-19,2.6251
2023-07-20,2.6272
2023-07-21,2.62
2023-07-24,2.6146
2023-07-25,2.6529
2023-07-26,2.6618
2023-07-27,2.6425
2023-07-28,2.6442
2023-07-31,2.6716
2023-08-01,2.658
2023-08-02,2.6576
2023-08-03,2.6507
2023-08-04,2.6563
2023-08-07,2.6493
2023-08-08,2.6486
2023-08-09,2.6473
2023-08-10,2.6534
2023-08-11,2.6488
2023-08-14,2.625
2023-08-15,2.5625
2023-08-16,2.567
2023-08-17,2.5699
2023-08-18,2.5708
2023-08-21,2.5521
2023-08-22,2.5485
2023-08-23,2.5553
2023-08-24,2.5584
2023-08-25,2.5619
2023-08-28,2.607
2023-08-29,2.5952
2023-08-30,2.5998
2023-08-31,2.5898
2023-09-01,2.6069
2023-09-04,2.6497
2023-09-05,2.6401
2023-09-06,2.6466
2023-09-07,2.6767
2023-09-08,2.6654
2023-09-11,2.6785
2023-09-12,2.6534
2023-09-13,2.6536
2023-09-14,2.6497
2023-09-15,2.6405
2023-09-18,2.682
2023-09-19,2.6753
2023-09-20,2.6838
2023-09-21,2.6839
2023-09-22,2.6802
2023-09-25,2.7048
2023-09-26,2.7174
2023-09-27,2.7193
2023-09-28,2.7006
2023-10-07,2.6753
2023-10-08,2.6717
2023-10-09,2.664
2023-10-10,2.6804
2023-10-11,2.6971
2023-10-12,2.71
2023-10-13,2.6915
2023-10-16,2.6768
2023-10-17,2.6907
2023-10-18,2.6903
2023-10-19,2.7187
2023-10-20,2.7163
2023-10-23,2.7038
2023-10-24,2.7221
2023-10-25,2.729
2023-10-26,2.705
2023-10-27,2.7157
2023-10-30,2.7134
2023-10-31,2.6937
2023-11-01,2.6874
2023-11-02,2.6725
2023-11-03,2.6658
2023-11-06,2.6594
2023-11-07,2.6498
2023-11-08,2.6623
2023-11-09,2.6412
2023-11-10,2.6502
2023-11-13,2.6443
2023-11-14,2.6491
2023-11-15,2.6574
2023-11-16,2.6546
2023-11-17,2.6531
2023-11-20,2.6537
2023-11-21,2.6579
2023-11-22,2.6654
2023-11-23,2.6876
2023-11-24,2.6835
2023-11-27,2.6926
2023-11-28,2.6848
2023-11-29,2.6776
2023-11-30,2.6705
2023-12-01,2.6733
2023-12-04,2.6666
2023-12-05,2.6707
2023-12-06,2.6651
2023-12-07,2.6679
2023-12-08,2.6638
2023-12-11,2.6405
2023-12-12,2.6404
2023-12-13,2.6233
2023-12-14,2.6239
2023-12-15,2.6336
2023-12-18,2.6172
2023-12-19,2.6147
2023-12-20,2.6119
2023-12-21,2.6196
2023-12-22,2.5847
2023-12-25,2.5793
2023-12-26,2.5677
2023-12-27,2.5679
2023-12-28,2.5475
2023-12-29,2.5652
2024-01-02,2.5476
2024-01-03,2.5594
2024-01-04,2.538
2024-01-05,2.5128
2024-01-08,2.5104
2024-01-09,2.4937
2024-01-10,2.4907
2024-01-11,2.5014
2024-01-12,2.502
2024-01-15,2.5114
2024-01-16,2.5195
2024-01-17,2.5124
2024-01-18,2.4961
2024-01-19,2.502
2024-01-22,2.4933
2024-01-23,2.4935
2024-01-24,2.4966
2024-01-25,2.4991
2024-01-26,2.4889
2024-01-29,2.4923
2024-01-30,2.4631
2024-01-31,2.4256
2024-02-01,2.4268
2024-02-02,2.4282
2024-02-04,2.3994
2024-02-05,2.3994
2024-02-06,2.4099
2024-02-07,2.4231
2024-02-08,2.4175
2024-02-09,2.4245
2024-02-18,2.4306
2024-02-19,2.4311
2024-02-20,2.4189
2024-02-21,2.4089
2024-02-22,2.4057
2024-02-23,2.3863
2024-02-26,2.3905
2024-02-27,2.3609
2024-02-28,2.3637
2024-02-29,2.3417
2024-03-01,2.3649
2024-03-04,2.3477
2024-03-05,2.3314
2024-03-06,2.2901
2024-03-07,2.2616
2024-03-08,2.2739
2024-03-11,2.2792
2024-03-12,2.3164
2024-03-13,2.3441
2024-03-14,2.3412
2024-03-15,2.3232
2024-03-18,2.3096
2024-03-19,2.2868
2024-03-20,2.284
2024-03-21,2.284
2024-03-22,2.2873
2024-03-25,2.3134
2024-03-26,2.3123
2024-03-27,2.3146
2024-03-28,2.2877
2024-03-29,2.3011
2024-04-01,2.3071
2024-04-02,2.2989
2024-04-03,2.2852
2024-04-07,2.2903
2024-04-08,2.2855
2024-04-09,2.2813
2024-04-10,2.2939
2024-04-11,2.2945
2024-04-12,2.28
2024-04-15,2.2736
2024-04-16,2.2799
2024-04-17,2.2652
2024-04-18,2.258
2024-04-19,2.2564
2024-04-22,2.2477
2024-04-23,2.2232
2024-04-24,2.2478
2024-04-25,2.2616
2024-04-26,2.2677
2024-04-28,2.3052
2024-04-29,2.3693
2024-04-30,2.3152
2024-05-06,2.3095
2024-05-07,2.2965
2024-05-08,2.2893
2024-05-09,2.3068
2024-05-10,2.318
2024-05-11,2.3339
2024-05-13,2.2951
2024-05-14,2.2868
2024-05-15,2.2882
2024-05-16,2.302
2024-05-17,2.3311
2024-05-20,2.3039
2024-05-21,2.3135
2024-05-22,2.3113
2024-05-23,2.3038
2024-05-24,2.3074
2024-05-27,2.3121
2024-05-28,2.3028
2024-05-29,2.292
2024-05-30,2.2916
2024-05-31,2.3176
2024-06-03,2.3113
2024-06-04,2.2865
2024-06-05,2.2794
2024-06-06,2.2862
2024-06-07,2.2836
2024-06-11,2.2787
2024-06-12,2.2771
2024-06-13,2.267
2024-06-14,2.2606
2024-06-17,2.2608
2024-06-18,2.251
2024-06-19,2.2541
